x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.02197,-0.07767,-0.01864,-0.16284,-0.00494,-0.22549,0.00896,-0.27469,0.07145,-0.13205,0.13336,-0.19419,0.1552,-0.24112,0.15751,-0.27663,0.09379,-0.09432,0.16124,-0.1704,0.16604,-0.22771,0.15249,-0.26171,0.10425,-0.05965,0.14985,-0.12433,0.13427,-0.16013,0.1128,-0.17332,0.10777,-0.02922,0.13731,-0.09049,0.12185,-0.11917,0.10319,-0.12784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U
0.0,0.0,-0.008,-0.08096,0.00374,-0.16335,0.01423,-0.23654,0.02548,-0.29851,0.1064,-0.11411,0.17287,-0.18698,0.17882,-0.24936,0.16853,-0.29088,0.12568,-0.06683,0.16227,-0.14752,0.13602,-0.18622,0.10991,-0.19215,0.12605,-0.03083,0.15665,-0.10051,0.1353,-0.13136,0.11251,-0.13498,0.12202,-0.01013,0.14381,-0.06628,0.12783,-0.09199,0.10968,-0.09631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U
0.0,0.0,-0.00865,-0.07673,0.0049,-0.16587,0.0146,-0.24788,0.02737,-0.31366,0.11066,-0.11942,0.17507,-0.19902,0.18273,-0.25821,0.17514,-0.30052,0.12902,-0.08167,0.18059,-0.17336,0.18036,-0.23717,0.16458,-0.27854,0.12916,-0.05559,0.14633,-0.13306,0.12498,-0.16374,0.1015,-0.1746,0.12635,-0.03937,0.13655,-0.10427,0.1198,-0.1306,0.10197,-0.14143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U
0.0,0.0,-0.00996,-0.08111,0.00285,-0.17,0.01117,-0.2518,0.02263,-0.31667,0.10742,-0.11583,0.17283,-0.199,0.18005,-0.25878,0.17267,-0.30178,0.12572,-0.07563,0.1814,-0.16475,0.17873,-0.22544,0.1619,-0.26399,0.12752,-0.04954,0.16415,-0.12034,0.15337,-0.15697,0.13669,-0.17533,0.12571,-0.03779,0.15145,-0.09591,0.14168,-0.12366,0.12733,-0.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U
0.0,0.0,-0.00997,-0.07768,0.00356,-0.1654,0.01204,-0.24618,0.02633,-0.30927,0.10256,-0.11629,0.17105,-0.19715,0.18081,-0.25441,0.1761,-0.29558,0.1231,-0.0741,0.18998,-0.16439,0.18843,-0.22767,0.17014,-0.26683,0.12568,-0.04513,0.16842,-0.11373,0.15742,-0.15459,0.14007,-0.1752,0.12293,-0.02992,0.15286,-0.08473,0.14446,-0.11592,0.13107,-0.13207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U
0.0,0.0,-0.0113,-0.08219,0.00115,-0.17374,0.01192,-0.25718,0.02676,-0.32524,0.10873,-0.12065,0.17514,-0.20261,0.18276,-0.26262,0.17483,-0.30549,0.12863,-0.07603,0.18253,-0.16595,0.17656,-0.22513,0.15699,-0.26016,0.12997,-0.04815,0.16358,-0.12004,0.15452,-0.16177,0.13734,-0.18451,0.12689,-0.03592,0.14925,-0.09539,0.14183,-0.12699,0.12846,-0.14401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U
0.0,0.0,-0.01426,-0.07927,-0.00451,-0.16918,0.00721,-0.25268,0.02106,-0.32448,0.10274,-0.11823,0.17248,-0.20274,0.17753,-0.26419,0.16687,-0.30534,0.12147,-0.07746,0.18096,-0.16915,0.17047,-0.22829,0.14695,-0.25826,0.12362,-0.05336,0.16383,-0.12838,0.1511,-0.17197,0.13239,-0.19442,0.12294,-0.04336,0.15055,-0.10445,0.14056,-0.1382,0.12633,-0.15518,0.0,0.0,-0.01769,-0.05872,-0.00967,-0.13355,0.00228,-0.18838,0.00849,-0.22211,0.06289,-0.105,0.10604,-0.16167,0.12983,-0.20147,0.14081,-0.23262,0.08102,-0.0816,0.13567,-0.13735,0.15489,-0.18513,0.16111,-0.22267,0.09002,-0.05727,0.13526,-0.11324,0.13044,-0.12739,0.12096,-0.13019,0.0933,-0.03109,0.12344,-0.07163,0.11128,-0.0753,0.09607,-0.06777,U
0.0,0.0,-0.01164,-0.08051,0.00195,-0.17019,0.015,-0.25254,0.02666,-0.3226,0.10827,-0.11911,0.17454,-0.20166,0.18061,-0.25967,0.173,-0.29933,0.12659,-0.07557,0.18324,-0.16257,0.17504,-0.21912,0.15446,-0.24984,0.12734,-0.04812,0.16574,-0.11626,0.15525,-0.15756,0.13879,-0.17982,0.12528,-0.03496,0.15219,-0.08936,0.1433,-0.12069,0.12948,-0.13741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U
0.0,0.0,-0.01323,-0.08725,0.00021,-0.17905,0.01269,-0.26152,0.02546,-0.33196,0.11304,-0.12915,0.17775,-0.20893,0.1817,-0.27006,0.16936,-0.31109,0.13031,-0.08543,0.16502,-0.17512,0.14585,-0.22653,0.12147,-0.24705,0.12969,-0.05652,0.14778,-0.13316,0.13255,-0.17395,0.11348,-0.19282,0.1261,-0.04164,0.14007,-0.10448,0.12896,-0.13694,0.1133,-0.15132,0.0,0.0,-0.02421,-0.06497,-0.02015,-0.14392,-0.00825,-0.20164,-4e-05,-0.2444,0.07189,-0.11675,0.13202,-0.1716,0.14893,-0.22036,0.14722,-0.25741,0.09004,-0.08802,0.15855,-0.15488,0.16258,-0.2082,0.15065,-0.23944,0.09663,-0.05786,0.12704,-0.11588,0.10399,-0.12873,0.08405,-0.12466,0.09684,-0.02795,0.11356,-0.07459,0.09333,-0.08192,0.07652,-0.07393,U
0.0,0.0,-0.00791,-0.08625,0.00666,-0.17325,0.01906,-0.25525,0.02956,-0.32697,0.11857,-0.13128,0.18337,-0.20493,0.1858,-0.26434,0.17155,-0.30292,0.1315,-0.08616,0.15997,-0.17386,0.13906,-0.22697,0.1121,-0.24688,0.12493,-0.05551,0.13117,-0.13316,0.11126,-0.17298,0.08811,-0.18938,0.11626,-0.03757,0.12076,-0.10076,0.10498,-0.13244,0.08495,-0.14647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U
